visualize scatter select facid , count ( * ) from faculty as t1 join student as t2 on t1 . facid = t2 . advisor group by t1 . facid
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by month
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by month
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by month
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by month
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( employee_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( salary ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( salary ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( manager_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( manager_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , sum ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by sum ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by avg ( department_id ) desc bin hire_date by weekday
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , employee_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date asc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize line select hire_date , manager_id from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} order by hire_date desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) asc
